targets	response	score
Not really, I mostly listen to whatever is on the radio.	[' music no ', ' favorite bands no ']	[' music no ']	0.8249030597320497
I started watching a new show, but it was terrible, so I stopped.	[' movie no ', ' TV show no ']	[' entertainment yes ', ' TV shows no ']	0.595656823070594
Mostly just browsing social media and chatting with friends.	[' free time yes ', ' social media yes ']	[' social media yes ']	0.7216626891134086
Honestly, I don't really want to talk about it. I find it pretty frustrating and overwhelming.	[' politics no ']	[' current events no ']	0.5323479797887598
It was alright, nothing special.	[' work yes ']	[' day no ']	0.34445608058873556
Yes, I actually just finished "The Alchemist" by Paulo Coelho. It was really inspiring.	[' books yes ', ' book title yes ', ' The Alchemist yes ']	[' books yes ', ' The Alchemist yes ']	0.67514645099216
Yeah, sometimes. Mostly just stuff on the radio.	[' music no ']	[' music yes ', ' radio yes ']	0.5903696914488774
No, I'm not really into trying new places to eat.	[' food no ']	[' restaurant no ']	0.6624230850908374
Yes, I enjoy listening to music sometimes.	[' music yes ']	[' music yes ']	0.9999999818472232
Not really, sorry. I'm not very interesting.	[' other interests no ']	[' hobbies no ']	0.5749806250173612
Actually, I'm not into watching movies lately. I just don't have the patience or time for them.	[' movie yes ', ' recent movies no ']	[' movie no ']	0.7782849175369557
Yes, I did. It was hilarious.	[' movie yes ', ' comedy yes ', ' The Hangover yes ']	[' movie yes ', ' comedy movie yes ']	0.7080932525034828
I'm not really much of a reader, to be honest.	[' books no ']	[' book no ']	0.8583480947508343
It was okay. I spent most of it cleaning my apartment.	[' weekend yes ', ' cleaning no ']	[' weekend no ', ' cleaning no ']	0.6137623289138556
I have some direct reports, but mostly I work independently.	[' work yes ', ' management no ']	[' job yes ', ' job role yes ']	0.4571914592453424
Not really. I find sports boring.	[' sports no ']	[' sports no ']	0.9999999819397033
Not really. I get pretty bored with them quickly.	[' game no ']	[' video games no ']	0.7707359704768108
I go to the gym and do some strength training.	[' exercise yes ', ' gym yes ', ' strength training unknown ']	[' fitness yes ', ' gym yes ']	0.59436032263525
Yeah, I went there last week. The burger was good, but the service was terrible.	[' food yes ', ' burger joint yes ']	[' food yes ', ' burger place yes ']	0.746403314934139
I'm not really into video games anymore.	[' games no ', ' video games no ']	[' video games no ']	0.9361511532751603
Yeah, I heard about it, but I'm not really interested in trying it out right now.	[' food no ', ' new restaurant no ']	[' food yes ', ' sushi no ']	0.6262458395117362
Mostly just hang out with friends.	[' fun yes ', ' hanging out with friends yes ']	[' friends yes ']	0.7370270361593542
You should watch it, the special effects are still pretty impressive.	[' movie yes ', ' special effects yes ']	[' movie yes ', ' movie recommendation yes ']	0.6800948261096453
Really? I'm not a big fan of country.	[' music no ', ' country music no ']	[' music yes ', ' genre no ']	0.6974216383630677
No, I haven't.	[' food yes ', ' Italian restaurant no ']	[' restaurant yes ', ' new restaurant yes ']	0.6556213421997075
Not really, I find them pretty boring.	[' sports no ']	[' sports no ']	0.9999999819397033
It was alright. Honestly, it was pretty boring.	[' travel yes ', ' vacation experience no ']	[' day no ', ' boring no ']	0.42774799286626786
Not really, I prefer to stay at home.	[' travel no ']	[' travel no ']	0.9999999872250708
Actually, I'm not really interested in Europe. I prefer to travel to Asia.	[' travel yes ', ' continent unknown ', ' Europe no ']	[' travel yes ', ' Asia travel yes ']	0.5114734156378526
No problem, have a good one!	[' goodbye yes ']	[' farewell yes ']	0.8481609994519425
Those both sound fun. I haven't done much hiking but I do like exploring different areas of the city.	[' weekend plans yes ', ' hiking no ']	[' city exploration yes ']	0.31441911123033367
You too.	[' farewell yes ']	[' farewell yes ']	0.9999999944726996
No, can't say that I have.	[' travel no ']	[' TV show no ', ' cooking show no ']	0.4665201590402652
I am an accountant.	[' career no ', ' accounting no ']	[' work no ', ' job no ', ' accountant no ']	0.5549265286460019
Sounds interesting. What's your favorite coffee?	[' coffee yes ', ' favorite coffee unknown ']	[' coffee yes ', ' favorite coffee unknown ']	0.8020015279064339
Probably sushi or Chinese food.	[' food yes ', ' cuisine yes ', ' sushi yes ']	[' restaurant yes ', ' cuisine yes ', ' sushi yes ']	0.7634423543753909
Yeah, I can see how it might not be for everyone.	[' sports yes ', ' baseball no ']	[' movie unknown ', ' movie preference no ']	0.3214768359711865
It's alright. Not my favorite show, but it's one of the popular ones.	[' entertainment yes ', ' TV show quality no ', ' The Office yes ']	[' entertainment yes ', ' TV shows yes ', ' Game of Thrones yes ']	0.5434627397275419
No, not really. I prefer to avoid talking about politics.	[' politics unknown ']	[' politics no ']	0.6961883618497523
Usually just self-help books.	[' hobbies yes ', ' books unknown ']	[' books no ', ' self-help books no ']	0.5138770677932627
You can try booking a window seat or taking deep breaths. It may help you feel more comfortable during the flight.	[' fear_of_flying no ']	[' travel yes ', ' fight anxiety unknown ']	0.27230232234716817
Really? What did you do there?	[' travel yes ', ' Miami yes ']	[' travel yes ', '  travel storytelling yes ']	0.6309896408380212
Fair enough. How about that new restaurant that just opened up downtown? Want to grab dinner there sometime?	[' food yes ', ' restaurant yes ']	[' food yes ', ' restaurant yes ']	0.8297103320085484
That’s cool. I’m a vegetarian, so I’m always looking for new veggie options around here.	[' food yes ', ' vegetarianism yes ']	[' food yes ', ' vegetarianism yes ']	0.7830343425049322
Yes, I love video games.	[' games yes ', ' video games yes ']	[' video games yes ']	0.936412091988455
I don't really have a preference for any particular genre.	[' music no ']	[' movie no ', ' movie genre no ']	0.6368025179220669
Sorry, I'm not really into yoga either.	[' health yes ', ' yoga no ']	[' yoga no ']	0.6875850344388752
It was good, I went camping with some friends.	[' weekend yes ', ' camping yes ']	[' weekend yes ', ' camping yes ']	0.781972865025583
Not really, I haven't had much time to watch movies lately.	[' movie no ']	[' movie no ']	0.9999999796277829
Not really. I'm not much of a cook, so they don't really interest me.	[' TV shows yes ', ' cooking shows no ']	[' food no ', ' cooking shows no ']	0.6094896067843965
Hmm, well I can't handle it. Let's talk about something else.	[' food preference no ']	[' beach no ']	0.44338385319273566
Not really. I haven't been to the movies in a while.	[' movies no ']	[' movies no ']	0.999999987089599
Not really, I don't have much time for movies these days.	[' movie yes ', ' recent movies no ']	[' movie no ']	0.7782849175369557
Not really. It's just frustrating.	[' work no ']	[' work yes ', ' stress yes ']	0.5159532723790581
I love watching movies! Do you have any recommendations?	[' movies yes ', ' movie recommendation yes ']	[' movies yes ', ' recommendations yes ']	0.7213699458652787
Yeah, I really enjoyed Stranger Things.	[' TV show yes ', ' Stranger Things yes ']	[' entertainment yes ', ' TV show yes ', ' Stranger Things yes ']	0.6857927658644052
I mostly listen to classical music.	[' music yes ', ' music genre yes ', ' classical music yes ']	[' music yes ', ' classical music yes ']	0.9083041093109084
Not really, I'm not much of a cook to be honest.	[' food no ']	[' food no ', ' cooking no ']	0.8508826465094865
No, I haven't really traveled much in the past year.	[' travel no ']	[' travel no ']	0.9999999872250708
Sounds good. But before that, can we grab a coffee somewhere? I'm feeling sleepy.	[' drink yes ', ' coffee yes ']	[' drink  unknown ']	0.5142297183189035
Yeah, I went to Japan last year.	[' travel yes ', ' Japan yes ']	[' travel yes ', ' Japan yes ']	0.7264619893367827
Actually, I just saw a really good one.	[' movie yes ']	[' movies yes ']	0.8915248191252693
Actually, I haven't been to the movies in ages.	[' movie yes ', ' movie theater no ']	[' movie no ']	0.8274116437367022
Yeah, I understand that. Have you seen any good movies lately?	[' movie yes ']	[' movie yes ']	0.9999999906055063
Yeah, I love watching cooking shows!	[' TV show yes ', ' cooking show yes ']	[' TV show yes ', ' cooking shows yes ']	0.8122189956890714
Nope, I prefer silence.	[' music no ']	[' music no ']	0.9999999965634914
No, I don't really like horror movies.	[' movies yes ', ' horror movies no ']	[' movie no ', ' horror no ']	0.70511251150317
Sorry, next weekend doesn't work.	[' calendar no ', ' weekend plan no ']	[' travel no ', ' travel date no ']	0.5466350937987421
Not really, I'm not much of a movie buff.	[' movies no ', ' favorite directors no ']	[' movie no ']	0.665885964172451
Really? Why is that?	[' fear_of_flying no ']	[' books yes ', ' opinions yes ']	0.25331349710966355
You too.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425
Not really. I haven't had much time for reading lately.	[' books no ']	[' book no ']	0.8583480947508343
No, not really.	[' hobbies no ', ' video games no ']	[' gaming no ']	0.499770442058637
Yeah, I have. I really like them, actually. You?	[' food yes ', ' shop yes ']	[' video games yes ', ' Game of Thrones game yes ']	0.3628455983595763
No, I haven't. What's the place called?	[' restaurant yes ', ' name yes ']	[' food yes ', ' new restaurant yes ']	0.645379444772257
Yeah, I love reading books. I especially love mystery novels.	[' books yes ', ' genre yes ', ' mystery yes ']	[' books yes ', ' book genre yes ', ' mystery yes ']	0.7003450836008426
Not really, I don't think anyone has a favorite type of vegetable. They're all kind of boring.	[' food yes ', ' vegetables no ']	[' food yes ', ' vegetable no ']	0.6923022557867586
I have, but to be honest, I'm not too interested in politics.	[' news no ', ' politics no ']	[' politics no ']	0.7769423912971438
I enjoy taking walks and spending time outdoors. It's relaxing and good for my health.	[' free time activities yes ', ' outdoor activities yes ']	[' outdoors yes ']	0.6179179968302921
Thanks, me too. Alright, I gotta go now. Talk to you later.	[' goodbye yes ']	[' farewell yes ']	0.8481609994519425
Not really. Cooking always ends up in a disaster for me.	[' food no ']	[' cooking no ']	0.7017653153643626
Not really, I mostly just watch whatever's on.	[' TV show no ']	[' TV shows no ']	0.9479853235010943
Honestly, I'm not picky. I'll watch whatever's on.	[' TV shows no ', ' TV preferences no ']	[' entertainment unknown ']	0.29622803157947186
Yeah, I love movies. What's your favorite genre?	[' entertainment yes ', ' genre unknown ']	[' movies yes ', ' movie genre unknown ']	0.570132506039187
You too.	[' farewell yes ']	[' farewell yes ']	0.9999999944726996
No, I didn't.	[' news no ', ' finance no ']	[' food yes ', ' restaurant unknown ']	0.22693573778379178
Actually, no, I've been single for a while.	[' dating no ']	[' love no ']	0.5682633832556833
Not really, I haven't been to the theater in ages.	[' movie yes ', ' theater no ']	[' movie no ']	0.7434806772964442
Nothing planned, just want to relax and maybe catch up on some reading.	[' hobbies yes ', ' reading yes ']	[' weekend yes ', ' reading yes ']	0.613991556688141
No, I haven't traveled in quite some time.	[' travel no ']	[' travel no ']	0.9999999872250708
Not really, I find it kind of boring.	[' sports yes ', ' sport no ', ' tennis no ']	[' gaming no ']	0.48555975749272395
Not really, I am not a big fan of sports.	[' sports no ']	[' sports no ']	0.9999999819397033
Same! I love a good plate of pasta. Do you like cooking at home too?	[' food yes ', ' cooking at home yes ']	[' food yes ', ' cooking unknown ']	0.6211646256611206
Ugh, I try to avoid that topic. Taxes bore me to death.	[' news yes ', ' tax regulations no ']	[' finance no ', ' taxes no ']	0.494862097015127
Yeah, I suppose that's true. But for me, I'm happy just being a couch potato most days.	[' daily life yes ', ' exercising no ']	[' hobby no ']	0.4009768931248434
No, I haven't heard about it.	[' food yes ']	[' food yes ', ' restaurant yes ']	0.8297103321332271
Not yet, but I heard it's good.	[' movies yes ', " Leonardo DiCaprio's movie unknown "]	[' TV show yes ', ' Better Call Saul unknown ']	0.4397687919549665
No, I don't like animals.	[' animals yes ']	[' pets no ']	0.6439439082972785
I guess so. But let's talk about something else. How's your dog doing?	[' pets yes ', ' dog yes ']	[' animals yes ', ' dog yes ']	0.8352509401781514
Not much, just work really.	[' hobbies no ']	[' work no ']	0.5381101961530798
No, but it's on my bucket list.	[' travel yes ', ' Europe yes ']	[' travel yes ', ' bucket list yes ', ' Africa unknown ']	0.48018633872940175
Yeah, I just finished watching "Breaking Bad." It was amazing.	[' TV shows yes ', ' Breaking Bad yes ']	[' TV show yes ', ' Breaking Bad yes ']	0.7052505469116664
Not really. I do not enjoy extremely spicy food.	[' food yes ', ' spicy food no ']	[' food yes ', ' spicy food no ']	0.8440376002864862
No, I haven't. What type of food do they serve?	[' food yes ', ' restaurant unknown ']	[' restaurant yes ', ' food type yes ']	0.6269128824286412
No, I thought it was pretty boring.	[' music yes ', ' Halftime performance no ', ' The Weeknd no ']	[' sports no ', ' game last night no ']	0.48556817377028255
Nah, not really. I usually just go for the same old thing.	[' food no ', ' food preferences no ']	[' food yes ', ' new cuisines no ']	0.6321170086624404
No, can't say that I have.	[' travel no ']	[' space no ']	0.5610750565607248
No, I don't. I'm not really a pet person, to be honest.	[' pets yes ', ' pet ownership no ']	[' pets no ']	0.77508759435325
Maybe.	[' technology yes ', ' wireless charging unknown ']	[' restaurant yes ', ' type of cuisine unknown ']	0.3100413734902406
Yeah, I don't think that would be my thing.	[' hobby no ']	[' outdoors no ']	0.5696641587695179
Nothing much, just planning to clean my apartment and do some grocery shopping.	[' weekend yes ', ' chores no ']	[' weekend no ']	0.5829806177546653
Not really. I'm not a big movie person.	[' movie no ']	[' movie no ']	0.9999999796277829
Honestly, I'm not sure. I just saw it on a bestseller list and was curious. But enough about that...do you like sports?	[' sports no ']	[' sports no ']	0.9999999819397033
Not really, I don't have much time off right now.	[' vacation no ']	[' vacations no ']	0.9066270033629429
Not really, I've only had it a few times. What do you like to do for fun?	[' hobby yes ']	[' hobbies yes ']	0.8069849187241017
You too.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425
Sorry, but I just don't find it that interesting.	[' games no ']	[' history no ']	0.5679766223183451
Not really, just planning on taking it easy and catching up on some sleep.	[' weekend yes ']	[' weekend no ']	0.7279741873313367
Not really. I don't have much time for reading these days.	[' books no ']	[' book no ']	0.8583480947508343
Honestly, I just like to relax and do nothing.	[' free time no ']	[' weekend no ', ' relaxing yes ']	0.49961790994852484
Yeah! I love the gymnastics events.	[' sports yes ', ' Olympics yes ', ' gymnastics yes ']	[' sports yes ', ' Olympic event yes ', ' gymnastics yes ']	0.711584881619045
Not really, just watched some TV.	[' weekend no ', ' TV no ']	[' TV no ']	0.7494656823345924
I don't really watch movies much either.	[' movie no ']	[' movie no ']	0.9999999796277829
I don't really have a favorite. Like I said, I just play whatever.	[' entertainment no ', ' video games no ']	[' hobby unknown ']	0.17270856711707955
Yeah, there are some great beginner classes online that you can take. I can send you some links if you're interested.	[' exercise yes ', ' yoga yes ']	[' hobbies yes ', ' beginner classes yes ']	0.5237935956847094
Yeah, it's tough. Did you know that cats have nine lives?	[' cat fact no ']	[' animals yes ', ' cat facts yes ', ' cat having nine lives yes ']	0.6447166272431263
Yeah, I can see how that might not be for everyone. Anyway, I have to go now. Talk to you later.	[' goodbye unknown ']	[' goodbye yes ']	0.7191150082914878
Ugh, don't get me started on sports. I have no interest in them whatsoever.	[' sports no ']	[' sports no ']	0.9999999819397033
I like playing video games in my free time. Do you play any video games?	[' video game yes ', ' playing video games yes ']	[' video games yes ']	0.9312998439303739
Not much, just stayed at home and relaxed.	[' weekend unknown ']	[' weekend no ']	0.5931017535673988
I really enjoyed visiting Italy. The food and architecture were amazing.	[' travel yes ', ' travel destination yes ', ' Italy yes ']	[' travel yes ', ' favorite country yes ', ' Italy yes ']	0.623500884390916
Money's tight these days.	[' finance no ']	[' finance yes ', ' money no ']	0.7186130337279606
No, I'm not interested in cooking.	[' food no ', ' cooking no ']	[' cooking no ']	0.8508826557119378
Yeah, learning an instrument can be time-consuming, but it's really rewarding. Well, I have to go now. Nice talking to you!	[' boring no ', ' goodbye yes ']	[' goodbye yes ']	0.6887976184278785
Oh, really? That's pretty cool.	[' ocean unknown ']	[' job yes ', ' job title yes ', ' data analyst yes ']	0.11382376422031855
I like action games, RPGs, and sometimes sports games.	[' video games yes ', ' genre yes ']	[' games yes ', ' game genre yes ']	0.7283982629283408
Not really, I thought it was too long and too predictable.	[' movie yes ', ' Star Wars review no ']	[' book no ', ' book review no ']	0.44094299010425514
Yes, I went to France last summer.	[' travel yes ', ' France yes ']	[' travel yes ', ' country yes ', ' France yes ']	0.6784793717241865
Oh god, don't even get me started on that. I'm trying to ignore it altogether.	[' Bitcoin no ']	[' politics no ']	0.6817116415782878
Unfortunately, no. I don't enjoy camping very much.	[' camping no ']	[' outdoor activities no ', ' camping no ']	0.797858600396857
I'm not really into music that much either.	[' music no ']	[' music no ']	0.9999999965634914
Not really. I'm kind of overwhelmed right now.	[' career no ', ' job planning no ', ' job planning no ']	[' well-being no ']	0.6120652562888532
No, I haven't. But I have heard great things about the food there.	[' travel yes ', ' food yes ', ' Mexico unknown ']	[' food yes ', ' Japanese cuisine yes ']	0.5035103931275225
No, I haven't had the chance to take a trip in a while.	[' travel no ']	[' travel no ']	0.9999999872250708
I'm not a big fan of Italian food, but what else is good?	[' restaurant yes ', ' type of cuisine no ']	[' food yes ', ' restaurant yes ']	0.6614241228839423
Mostly Mediterranean food. Like hummus, shakshuka, and stuffed grape leaves.	[' cooking yes ', ' Mediterranean cuisine yes ']	[' food yes ', ' cuisine yes ', ' Mediterranean yes ']	0.7063439706386824
For sure. Anyway, I need to go get some work done. See you later.	[' Work no ']	[' work no ']	0.9999999899962602
Yeah, I can imagine. Anyway, it was nice chatting with you, but I have to head off now.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425
Not really. I usually just stick to simple, easy-to-make meals.	[' food yes ', ' cooking no ']	[' food no ']	0.73515996747674
Yeah, I love watching football.	[' sports yes ', ' football yes ']	[' sports yes ', ' football yes ']	0.886644310897754
I work in finance. It's not very exciting, but it pays the bills.	[' job yes ', ' industry yes ', ' finance unknown ']	[' work no ', ' finance no ']	0.38206805183849285
Yeah, definitely. Talk to you later.	[' social life yes ']	[' farewell yes ']	0.4114960416986788
Not really. I just stick to my usual places.	[' food no ']	[' food no ', ' restaurant no ']	0.831211531372724
No, I'm not really into basketball. Is there anything else you want to talk about?	[' others yes ', ' conversation yes ']	[' sports unknown ']	0.18316709496120281
Yeah, definitely. Let's make plans to grab drinks or something soon.	[' socializing yes ']	[' social yes ']	0.6515169812556583
Yeah, but the rewards are worth it in the end. Do you like sports?	[' sports yes ', ' sport no ']	[' sport unknown ']	0.5532445916271167
Yeah, Italian food is really good.	[' food yes ', ' Italian food yes ']	[' food yes ', ' cuisine yes ', ' Italian yes ']	0.7311531189520593
Oh cool, what kind of dog?	[' pet yes ', ' dog yes ']	[' pets yes ', ' dog breed yes ']	0.810038561405296
I really like The Godfather.	[' movies yes ', ' favorite movie yes ']	[' entertainment yes ', ' favorite movie yes ', ' The Godfather yes ']	0.6807367767916319
Yes, I have. It was interesting but kind of messed up.	[' entertainment yes ', ' Tiger King no ']	[' tv shows yes ', ' Netflix show yes ']	0.4109537152356536
Not really, I mostly watch documentaries.	[' TV shows no ', ' documentaries yes ']	[' entertainment yes ', ' TV shows no ']	0.6012442491342691
Yeah, they're pretty good. I'm more into jazz myself. Do you like jazz?	[' music unknown ', ' jazz no ']	[' music yes ', ' jazz unknown ']	0.6840008653697046
No, I haven't.	[' food yes ', ' new restaurant yes ']	[' food yes ', ' restaurant unknown ']	0.6299789747507005
No, I actually don't really like camping.	[' outdoor activity no ', ' camping no ']	[' nature no ', ' camping no ']	0.6662854616230516
No, I haven't. I usually don’t like movies adapted from books.	[' movies yes ', ' book to movie adaptations no ']	[' movie no ', ' book adaptation no ']	0.676922463370146
Honestly, I don't really have any hobbies.	[' hobby no ']	[' hobbies no ']	0.8037982415639685
Actually, I went to see a horror film with some friends over the weekend. It was pretty intense.	[' movies yes ', ' horror films yes ']	[' movie yes ', ' genre yes ', ' horror yes ']	0.756964785120804
How about trying out a new sport, like tennis or rock climbing?	[' hobbies yes ', ' sports yes ', ' rock climbing unknown ']	[' hobbies yes ', ' new sport yes ', ' tennis unknown ']	0.4908820410209395
I get that. Hey, did you see the new documentary on Netflix about sea creatures?	[' media yes ', ' documentary unknown ']	[' TV yes ', ' documentary yes ']	0.4862712043437655
Probably Friends. It's always funny.	[' TV shows yes ', ' favorite yes ', ' Friends yes ']	[' TV show yes ', ' TV show favorite yes ', ' Friends yes ']	0.6953666990420996
Yeah, I'm a big reader. I mostly read non-fiction books about science and history.	[' books yes ', ' non-fiction books yes ']	[' books yes ', ' non-fiction yes ']	0.8462298574250898
Honestly, I'm not really a movie person.	[' movies no ']	[' movie no ']	0.8874147804621596
No, I haven't. I'm not really into sci-fi.	[' movie yes ', ' sci-fi no ']	[' TV show no ', ' sci-fi no ']	0.5732934484466237
I'm not really into vegan food, but I can give it a try sometime.	[' restaurant yes ', ' food preference yes ']	[' restaurant yes ', ' vegan food unknown ']	0.6387115519639357
Same here. Where's your favorite beach?	[' vacation yes ', ' beach unknown ']	[' beach yes ', ' favorite beach unknown ']	0.64208319409192
Sorry, I'm not a fan of that show.	[' TV show no ', ' Riverdale no ']	[' TV shows no ', ' Parks and Recreation no ']	0.559915761678698
Yeah, I really like the impressionist painters like Monet and Renoir.	[' art yes ', ' art style yes ', '  "Monet"  "Renoir"   yes ']	[' art yes ', ' artist yes ', ' Impressionism yes ']	0.6952291943931509
I usually eat fast food because I don't have time to cook.	[' food yes ', ' fast food no ']	[' food yes ', ' fast food no ']	0.8433086129400194
Sorry, still not interested.	[' movie no ', ' My Octopus Teacher no ']	[' sports no ']	0.48277134914675107
Sounds good!	[' food yes ']	[' socializing yes ']	0.5290698623082244
I usually just relax at home and read a book or watch a movie.	[' weekend activities no ', ' indoor activities yes ']	[' free time yes ']	0.40367536295818174
Sorry, I don't really want to talk about politics.	[' politics no ']	[' politics no ']	0.9999999938242636
Well, I like hiking and reading.	[' hobbies yes ', ' reading yes ']	[' hobby yes ', ' hiking yes ']	0.5977814613415977
I haven't gone on a trip recently, unfortunately.	[' travel yes ', ' recent travel no ']	[' travel yes ', ' travel story no ']	0.7628482707812273
Yeah, it is. But you get what you pay for, right?	[' technology yes ', ' price yes ']	[' car yes ', ' car quality yes ']	0.5049902676811399
I try not to get too involved in politics.	[' politics no ']	[' politics no ']	0.9999999938242636
It's called "The Girl with the Dragon Tattoo". Have you read it before?	[' book yes ', ' mystery novel yes ', ' The Girl with the Dragon Tattoo yes ']	[' book yes ', ' book title yes ']	0.6320698886864234
I guess it depends on the person!	[' sports yes ']	[' travel yes ', ' activity unknown ']	0.3390078888368494
Sounds interesting.	[' restaurant yes ']	[' cafe yes ', ' tea yes ', ' green tea yes ']	0.5743808754088153
Not really, I find most other genres pretty boring.	[' music no ']	[' music yes ', ' music genre no ']	0.7993217094718865
Not really. I'm kind of scared of them, to be honest.	[' animals no ', ' fear no ']	[' animals yes ', ' snakes no ']	0.5986979151277143
I'm not really picky, honestly. But I guess I prefer action and adventure.	[' movie yes ', ' movie genre yes ']	[' movie yes ', ' genre yes ']	0.8655016233725986
Probably Italy. The food there is amazing.	[' travel yes ', ' places yes ', ' Italy yes ']	[' travel yes ', ' Italy yes ']	0.6738894344446872
It's just a bunch of new rules they're implementing. I don't want to get into it. So, do you have any hobbies?	[' hobby yes ']	[' hobbies yes ']	0.8069849187241017
No, I haven't. To be honest, I don't really like classic literature.	[' The Catcher in the Rye no ']	[' books yes ', ' classic literature no ']	0.2860648746975962
Yeah, I'm not really into those.	[' hobby yes ', ' video games no ']	[' books no ']	0.4354372990228874
It just puts me to sleep, honestly. But to each their own, I guess.	[' music unknown', 'music genre no ']	[' entertainment yes ', ' movies yes ', ' classic films yes ']	0.4197824973609573
Not really, I'm not much of a sports fan.	[' sports no ']	[' sports no ']	0.9999999819397033
I'm good, thanks.	[' pleasant greeting yes ']	[' greeting yes ']	0.8936350037813984
Yeah, I don't find jazz to be that interesting to be honest.	[' music yes ', ' jazz no ']	[' music no ', ' jazz music no ']	0.8098325518653341
I mostly just read the news or do some online shopping.	[' hobby no ', ' reading news yes ']	[' online activities no ']	0.3749621653253533
That's cool, I've never really been much of an outdoors person.	[' weekend activities no ', ' outdoor activities no ']	[' outdoors no ']	0.6277356532217837
Mostly classical music. I find it very relaxing.	[' music yes ', ' classical music yes ']	[' music yes ', ' music genre yes ', ' classical music yes ']	0.9083041093109084
I don't know, I feel like there's only so much we can do.	[' news no ', ' climate change no ']	[' environment no ']	0.5933567958208616
Not yet.	[' weekend no ', ' future plan unknown ']	[' restaurant yes ', ' Italian restaurant yes ']	0.18265048933762199
Yeah, no problem. Have a good one.	[' goodbye yes ']	[' farewell yes ']	0.8481609994519425
I'm tired, to be honest.	[' well-being no ']	[' boring no ']	0.6738993706118117
I work in finance. It's pretty boring, to be honest.	[' work yes ']	[' work no ', ' finance no ']	0.48159943140263156
Not really. Just some random sitcoms.	[' TV shows no ']	[' TV no ', ' sitcom no ']	0.7198155764642193
No, I haven't. I'm not a big fan of steakhouses, to be honest.	[' restaurant yes ', ' type of cuisine no ']	[' restaurant yes ', ' steakhouse no ']	0.697975504883567
Indie? Not really my thing, to be honest.	[' movie no ']	[' music yes ', ' music genre no ']	0.5204797035766466
Not really. Just thinking about what to eat for dinner. Wanna talk about food?	[' food yes ']	[' food yes ', ' food discussion yes ']	0.9124730904296252
I do like Game of Thrones, but with that ending last season, I'm not sure if I'm interested in watching the final season.	[' TV show yes ', ' Game of Thrones yes ']	[' TV show yes ', ' Game of Thrones yes ']	0.7077542263074095
No, unfortunately, I haven't had the time.	[' outdoor activities yes ']	[' music no ']	0.3494372838073643
Yeah, I love The Beatles. What about you?	[' music yes ', ' singer or band yes ', ' The Beatles yes ']	[' music yes ', ' band yes ', ' The Beatles yes ']	0.7562737963750479
Not really, I don't have much time for reading, unfortunately. But I do watch a lot of TV shows. Have you seen the latest season of "Stranger Things"?	[' entertainment yes ', ' TV shows yes ', ' Stranger Things yes ']	[' TV shows yes ', ' TV show name yes ', ' Stranger Things yes ']	0.6695823671245104
It was definitely an interesting watch, but I'm not sure I really enjoyed it.	[' TV yes ', ' Tiger King no ']	[' TV show yes ', ' TV show review yes ', ' The Jinx yes ']	0.4985385150080709
No, I haven't yet. I'll catch up on that soon. By the way, what do you think about cryptocurrencies?	[' finance no ', ' cryptocurrencies no ']	[' cryptocurrency unknown ']	0.19447857755061765
Not really. I used to play video games a lot, but now I don't have much time.	[' hobbies no ']	[' hobbies yes ', ' video games no ']	0.6385098072481075
I've been watching a lot of TV shows. Have you watched anything good lately?	[' TV shows yes ']	[' TV shows yes ']	0.9999999872556133
Honestly, I just like taking naps. Sometimes it's nice to just tune out the world for a little while.	[' hobby yes ', ' activity yes ', ' napping yes ']	[' hobbies unknown ', ' napping no ']	0.4023438705425833
No, and I don't plan to either. It sounds too dangerous.	[' adventures no ', ' extreme sports no ', ' bungee jumping no ']	[' outdoors yes ', ' bungee jumping no ']	0.4868511881605278
Not really, I kind of just eat whatever.	[' food yes ', ' chocolate yes ', ' chocolate brand no ']	[' food no ', ' healthy food no ']	0.5423316810662505
Not really. I listen to different genres depending on my mood.	[' music unknown ']	[' music yes ', ' music genre unknown ']	0.7264153299104745
It was kind of boring, I didn't do much.	[' weekend no ']	[' weekend no ']	0.9999999968275949
Actually, no. I haven't really been watching a lot of TV lately.	[' TV no ']	[' TV shows no ']	0.9046948294226781
Not really, no. Cooking is kind of boring to me.	[' cooking no ']	[' cooking no ']	0.9999999960595128
That's fair. Hey, I gotta go now. Good talking to you!	[' boring topics no ']	[' farewell yes ']	0.27208195714632666
Actually, I have to work this weekend.	[' weekend no ', ' work no ']	[' weekend no ']	0.7916914877805933
Oh, I make a really good lasagna. You should try it sometime!	[' cooking yes ', ' go-to dish yes ', ' lasagna yes ']	[' cooking yes ', ' dishes yes ', ' lasagna yes ']	0.7971221953223838
Oh, I see. Yeah, I guess it's not for everyone.	[' beach unknown ']	[' video games yes ', ' Game of Thrones game yes ']	0.1427353303308625
I like Chinese food the most, especially Sichuan cuisine.	[' food yes ', ' food type yes ', ' Sichuan cuisine yes ']	[' food yes ', ' cuisine yes ', ' Sichuan yes ']	0.737710566006438
Not really. I'm not very athletic.	[' sports no ']	[' sports no ']	0.9999999819397033
Actually, I haven't been to the movies in a while.	[' movie no ']	[' movies no ']	0.8874147804621596
Not really. I'm not much of a sports person.	[' sports no ']	[' sports no ']	0.9999999819397033
Yeah, it was nice talking to you too. See you later!	[' goodbye yes ']	[' farewell yes ']	0.8481609994519425
