targets	response	precision	recall	f1
No, not really. I have not been keeping up with any recently.	[' TV shows no ']	[' TV shows no ']	0.9999999937532956	0.9999999937532956	0.9999999937532956
Yeah, same here. Talk to you later.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
Honestly, I'm not really a dog person.	[' animal yes ', ' dog no ']	[' pets no ']	0.6563378545762919	0.7923219420884794	0.7179475606368497
I like reading, hiking and playing board games.	[' hobbies yes ']	[' hobbies yes ', ' reading yes ']	0.9999999890066695	0.7527853700765412	0.8589589796604247
Not really.	[' daily life yes ', ' interesting event no ']	[' TV show no ']	0.4259581202654126	0.48994647413698056	0.4557170701610568
Actually, yes. I watched 'The Martian' last night. It was really cool.	[' movie yes ', ' The Martian yes ']	[' movie yes ', ' The Martian yes ']	0.999999986145609	0.999999986145609	0.999999986145609
No, not really. I've just been busy working.	[' travel yes ', ' recent travel no ']	[' hobbies no ']	0.3481075326139672	0.40190172917911204	0.3730754443307824
I'm playing this new game called "Death Stranding". It's a bit weird but I like it.	[' video games yes ', ' Death Stranding yes ']	[' video games yes ', ' Death Stranding yes ']	0.9999999834512727	0.9999999834512727	0.9999999834512727
No problem. Hey, it was nice chatting with you but I have to go now. Talk to you later!	[' goodbye yes ']	[' goodbye yes ']	0.9999999948937661	0.9999999948937661	0.9999999948937661
No, I'm not really interested in sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Well, I try to limit my unnecessary expenses, like eating out or buying new clothes.	[' finance unknown ', ' saving money yes ']	[' finance yes ', ' saving money yes ']	0.785041637508233	0.785041637508233	0.7850416375082331
Nope, not a big sports fan.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
You too.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
No, I'm not into reading. Sorry.	[' book no ']	[' books no ']	0.8583480947508343	0.8583480947508343	0.8583480947508343
No, I haven't.	[' food yes ']	[' TV show no ']	0.3144169675195141	0.3144169675195141	0.3144169675195141
Not great. My boss yelled at me for no reason.	[' work no ', ' boss no ']	[' work no ', ' boss no ']	0.9999999916783295	0.9999999916783295	0.9999999916783295
That sounds nice.	[' weekend yes ', ' dinner yes ']	[' weekend yes ']	0.7933793934982942	0.9999999947153619	0.8847870054933978
Yeah, I went to Spain last year. It was amazing.	[' travel yes ', ' Spain yes ']	[' travel yes ', ' Spain yes ']	0.9999999852565288	0.9999999852565288	0.9999999852565288
Eh, it was okay. Kinda long though.	[' movie unknown ']	[' movie no ']	0.6581440523728441	0.6581440523728441	0.6581440523728441
I like lasagna a lot.	[' food yes ', ' Italian food yes ']	[' food yes ', ' favorite dish yes ', ' lasagna yes ']	0.8916430021064468	0.7088198011333544	0.7897893211334353
Well, I like to play video games in my free time.	[' entertainment yes ', ' video games yes ']	[' video games yes ']	0.7939430622562618	0.999999982349641	0.8851374079351519
No, I haven't.	[' coffee shop yes ', ' new coffee shop on the corner yes ']	[' TV show no ']	0.2980347599241391	0.30760016930190104	0.3027419264858837
It was terrible. I went to the beach, but it rained all day.	[' weather no ', ' weekend no ', ' beach no ']	[' weekend no ', ' bad weather no ']	0.8140090817071958	0.9473336615728579	0.8756253794093344
That sounds like fun. Who did you see?	[' music yes ', ' concert yes ']	[' music yes ', ' concert yes ']	0.9999999862659643	0.9999999862659643	0.9999999862659643
Nope, just been staying home mostly.	[' traveling no ', ' recent trip no ', ' staying home no ']	[' weekend no ']	0.6351207065543759	0.6814101268482452	0.6574516452434843
Right now, I'm really into "Valorant." Have you played it?	[' hobby yes ', ' video games yes ', ' Valorant yes ']	[' video games yes ', ' Valorant yes ']	0.8581235618772123	0.9999999849254578	0.923645309180858
Really? I'm not sure I want to hear about that. It's one of those things that makes me feel helpless.	[' news no ', ' environment no ']	[' news no ', ' environment no ']	0.9999999888212545	0.9999999888212545	0.9999999888212545
Honestly, I don't watch much TV.	[' TV show no ']	[' TV no ']	0.9133033138156204	0.9133033138156204	0.9133033138156204
Actually, no. I'm not really a beach person.	[' beach no ']	[' beach no ']	0.999999984893188	0.999999984893188	0.999999984893188
I typically prefer staying indoors. But I do enjoy the occasional hike.	[' lifestyle yes ', ' outdoor activity yes ', ' hike yes ']	[' outdoor activity yes ', ' hiking yes ']	0.7547709670857318	0.8830297749970841	0.8138782943674404
Not really, I don't have time for that.	[' music no ']	[' TV shows no ']	0.5444669684494198	0.5444669684494198	0.5444669684494198
Not really. I prefer watching soccer.	[' sports yes ', ' basketball no ']	[' sports yes ', ' favorite sport yes ', ' soccer yes ']	0.8088655346464256	0.8356867653671269	0.8220574344276587
Yes, I love documentaries. Particularly ones about nature and animals.	[' TV/Documentaries yes ', ' nature and animals yes ']	[' movie no ', ' documentary yes ', ' nature and animals yes ']	0.7754621467931628	0.6426607355392814	0.7028432865017914
No, I haven't. I really don't like talking about politics or taxes.	[' politics no ', ' tax law no ']	[' politics no ', ' tax law no ']	0.9999999893383364	0.9999999893383364	0.9999999893383364
It was alright.	[' weekend yes ', ' weekend experience unknown ']	[' weekend no ']	0.6288906692536556	0.7279741873313367	0.674814697496756
No, I missed that.	[' news no ']	[' TV show no ']	0.54192004166848	0.54192004166848	0.54192004166848
Really? Okay, well the book is called "The Lean Startup" by Eric Ries.	[' books yes ', ' business books unknown ']	[' books yes ', ' business books yes ', ' The Lean Startup yes ']	0.8528060300361904	0.7557087455559309	0.8013267704350949
Yeah, I love sports, especially football.	[' sports yes ', ' football yes ']	[' sports yes ', ' football yes ']	0.9999999922198928	0.9999999922198928	0.9999999922198928
Yes, I love it!	[' food yes ', ' Indian food yes ']	[' food yes ', ' Italian food yes ']	0.8898412859201006	0.8916430021064468	0.8907412329243468
I don't really follow any sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Not particularly, I like a wide variety of music.	[' music yes ']	[' music yes ']	0.9999999818472232	0.9999999818472232	0.9999999818472232
Yeah, same to you. See you later.	[' goodbye yes ']	[' goodbye yes ']	0.9999999948937661	0.9999999948937661	0.9999999948937661
I work in the finance industry.	[' work yes ', ' finance industry yes ']	[' work yes ', ' finance industry yes ']	0.9999999920407183	0.9999999920407183	0.9999999920407183
Well, I like playing video games and watching TV. Nothing too exciting, really.	[' hobbies no ']	[' hobbies no ']	0.9999999966230095	0.9999999966230095	0.9999999966230095
It was okay, just another typical day at work.	[' work no ']	[' work no ']	0.9999999899962602	0.9999999899962602	0.9999999899962602
Sorry, still not interested.	[' books no ']	[' TV show no ']	0.4607798728213057	0.4607798728213057	0.4607798728213057
Not really. I am not a big fan of sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Yeah, but I don't think it's going to be enough to win the championship.	[' sports yes ', ' championship unknown ']	[' sports yes ', ' championship unknown ']	0.9999999950741693	0.9999999950741693	0.9999999950741693
No, I don't really go to concerts that often.	[' music yes ', ' concerts no ']	[' music no ']	0.737326254058786	0.755824990135444	0.7464610311480184
Nice to talk to you too. See you later.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
No, I haven't.	[' food yes ', ' restaurant unknown ']	[' TV show no ']	0.24660354904598314	0.3144169675195141	0.27641178096393443
You too, take care!	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
I am watching this drama series called "The Crown."	[' TV yes ', ' TV series yes ', ' The Crown yes ']	[' TV shows yes ', ' TV series yes ', ' The Crown yes ']	0.9691529273249312	0.9691529273249312	0.9691529273249311
I don't really have that much free time for hobbies, unfortunately.	[' personal no ', ' hobbies no ']	[' hobbies no ']	0.7992161637005146	0.9999999966230095	0.8884048271974825
Sorry, I'm not really into eating out.	[' restaurant no ']	[' food no ']	0.6624230850908374	0.6624230850908374	0.6624230850908374
Not really, I think they've made it pretty accessible for newcomers. But I don't know, it might not be for everyone. By the way, sorry if I seem kind of down today. It's just been a tough week.	[' emotions yes ', ' tough week unknown ']	[' emotions yes ', ' tough week no ']	0.8829807938333354	0.8829807938333354	0.8829807938333355
Which one are you talking about?	[' restaurant yes ', ' new restaurant unknown ']	[' TV show unknown ']	0.3527216239942487	0.4774330169991734	0.40570982992494414
Really? That's interesting.	[' television yes ', ' Breaking Bad pitching no ']	[' books yes ']	0.3951291885657648	0.5564807179770682	0.4621258627825688
I'm not really into movies, to be honest.	[' movies no ']	[' movie no ']	0.8874147804621596	0.8874147804621596	0.8874147804621596
I might do that. So, you said you're into food. What's your favorite cuisine?	[' food yes ', ' cuisine unknown ']	[' food yes ', ' cuisine unknown ']	0.9999999975544259	0.9999999975544259	0.9999999975544259
Sorry, I'm not that into food, and I do not have a favorite.	[' food no ']	[' food no ']	0.9999999776546105	0.9999999776546105	0.9999999776546105
I'm not really a foodie.	[' food no ']	[' food no ']	0.9999999776546105	0.9999999776546105	0.9999999776546105
Yeah, I enjoy those too. Do you have a favorite?	[' movies yes ', ' action movies unknown ']	[' TV shows yes ', ' TV genre unknown ']	0.6398797953229389	0.6398797953229389	0.6398797953229389
I like to play video games sometimes.	[' hobbies unknown ', ' video games yes ']	[' video games yes ']	0.5842118583970691	0.999999982349641	0.7375425849741847
Not really, I'm more of a homebody.	[' leisure yes ', ' outdoor activities no ']	[' hobbies no ']	0.4946640443838803	0.5667920752751147	0.5282774390530502
I did watch a thriller last week, but I can't remember the name. Probably wouldn't recommend it anyway.	[' movies no ']	[' movie no ', ' thriller no ']	0.8874147804621596	0.7283471890371087	0.8000510880447351
Actually, I went on a mountain hiking trip last week. It was amazing!	[' travel yes ', ' hiking yes ']	[' outdoor activities yes ', ' hiking yes ']	0.7612237410991247	0.7428771122468987	0.7519385329826742
That sounds kind of boring to be honest.	[' gardening no ']	[' hobby no ']	0.6536720404311241	0.6536720404311241	0.6536720404311241
It's called Laguna Beach.	[' beach yes ', ' Laguna Beach yes ']	[' beach yes ', ' Laguna Beach yes ']	0.9999999941065395	0.9999999941065395	0.9999999941065395
Yeah, the spicy tuna roll is my favorite.	[' food yes ', ' sushi roll yes ', ' spicy tuna roll yes ']	[' food yes ', ' favorite dish yes ', ' spicy tuna roll yes ']	0.9237652896958827	0.867758631201767	0.8948865197809422
It's basically just analyzing data to try to make business decisions or understand trends better.	[' work no ']	[' work no ']	0.9999999899962602	0.9999999899962602	0.9999999899962602
Sorry, I can't make it on Friday. I have plans already.	[' time no ']	[' weekend no ', ' plans no ']	0.7345953547759518	0.6920576176448607	0.7126923239035198
Oh, I know the feeling. I used to be like that too. Seemed like the longer I played, the less shy I became.	[' music yes ']	[' music yes ', ' shyness no ']	0.9999999818472232	0.6390989206737887	0.7798173839167414
No, I'm not really into Star Wars.	[' movie no ']	[' movie no ']	0.9999999796277829	0.9999999796277829	0.9999999796277829
I really like Radiohead.	[' music yes ']	[' music yes ', ' band yes ', ' Radiohead yes ']	0.9999999818472232	0.8110961428444273	0.8956963874668705
Yeah, it's pretty intense. I'd recommend it.	[' TV show yes ']	[' TV shows yes ', ' Black Mirror yes ']	0.9496705393194724	0.7099704234039974	0.8125106695227915
That's understandable. I should probably do the same, but I can't resist a good burger. What about pizza? Do you like pizza?	[' restaurant yes ', ' pizza no ']	[' food yes ', ' pizza yes ']	0.7738247329200271	0.7424829365137477	0.7578299201770566
The culture and history were fascinating.	[' travel yes ', ' culture and history yes ']	[' culture yes ', ' history yes ']	0.6883016076680997	0.8711290503123059	0.7689979964776081
Not really, I might just stay at home and watch some TV.	[' weekend plans yes ', ' TV yes ']	[' weekend no ']	0.45776368431294095	0.6556064009616972	0.539106996914407
No, I'm allergic to dogs and cats.	[' pets no ']	[' pets no ']	0.999999977518144	0.999999977518144	0.999999977518144
Ugh, please don't even get me started on that. I'm so tired of hearing about COVID all the time.	[' news no ']	[' COVID-19 no ']	0.6722799302669208	0.6722799302669208	0.6722799302669208
Sorry, I'm not really that into sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
I don't like sand getting everywhere, and the water is always so cold.	[' weekend yes ', ' beach preference no ']	[' weekend no ', ' cold water no ']	0.611146699408367	0.5992352049267555	0.6051323410381825
I like pretty much all types of music, except for country. I can't stand country music.	[' music yes ', ' music genre yes ', ' country no ']	[' music yes ', ' music genre yes ', ' country no ']	0.9999999837923882	0.9999999837923882	0.9999999837923882
Yeah, see you.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
Nah, I like to go off the beaten path a bit more. But I did do a really cool hike in Patagonia a couple of years ago.	[' hiking yes ', ' famous trail no ']	[' outdoor activities yes ', ' famous trail no ']	0.7428771163020638	0.7428771163020638	0.7428771163020639
No, I haven't. I'm not really a hiking person, though.	[' outdoor activities no ', ' hiking no ']	[' outdoor activities no ', ' hiking no ']	0.9999999862339252	0.9999999862339252	0.9999999862339252
I have, but I don't really like talking about it.	[' health no ']	[' politics no ']	0.5794206653128077	0.5794206653128077	0.5794206653128077
I love pizza! What other toppings do they have?	[' food yes ', ' pizza yes ']	[' food yes ', ' pizza yes ']	0.9999999965149445	0.9999999965149445	0.9999999965149445
Uh, that sounds super boring. Sorry, I'm not interested in this topic.	[' documentaries no ', ' history no ', ' buttons no ']	[' hobby no ', ' cooking no ']	0.4378367225197395	0.4906487263154964	0.46274075809794
Mostly first-person shooters and open-world games.	[' entertainment yes ', ' video game genres yes ']	[' hobby yes ', ' video games yes ']	0.7044705651881207	0.6482351222713381	0.675183917972499
Yeah, I've watched a few. Anything in particular you want to talk about?	[' movies yes ', ' movie suggestion unknown ']	[' movie yes ']	0.760192459938799	0.8915248191252693	0.8206373499117978
No, I haven't seen it yet.	[' movie yes ', ' thriller movie no ']	[' TV show yes ', ' Netflix series unknown ']	0.5203848989395385	0.5354005630545214	0.5277859525951053
Not really. I haven't watched a movie in a while.	[' movies no ']	[' movie no ']	0.8874147804621596	0.8874147804621596	0.8874147804621596
Maybe I will. Say, have you been keeping up with the news about the pandemic?	[' health unknown ', ' pandemic unknown ']	[' news no ']	0.21864677189233755	0.2698779467533703	0.24157607429216219
Not really. I don't watch a lot of movies.	[' movie no ']	[' movie no ']	0.9999999796277829	0.9999999796277829	0.9999999796277829
Yeah, I'll keep that in mind. So, how has your day been so far?	[' small talk unknown ']	[' small talk yes ']	0.7229781115227697	0.7229781115227697	0.7229781115227697
Definitely. Let me tell you about this great hiking trail I went to last month.	[' activity yes ', ' hiking yes ', ' trail recommendation yes ']	[' outdoor activities yes ', ' hiking trail yes ']	0.7391713435137944	0.7569889638475527	0.7479740595700372
Yeah, that's a good point. Nice chatting with you.	[' goodbye yes ']	[' farewell yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
No, I haven't been to any in a while.	[' music no ', ' concert no ']	[' food yes ', ' restaurant no ']	0.49213918559508557	0.4324993870296776	0.46039588311559215
Actually, I haven't been watching that much TV lately.	[' entertainment no ', ' TV shows no ']	[' TV shows no ']	0.7816595526838631	0.9999999937532956	0.8774510813406259
Mostly just hang out with friends or watch TV.	[' hobbies unknown ']	[' hobbies no ', ' hanging out with friends yes ']	0.7822107563119233	0.548399431471682	0.6447627381645371
Ugh, don't even get me started. Work's been really stressful lately.	[' job no ', ' work stress no ']	[' work no ']	0.7791522762730646	0.7831824926315857	0.78116218625658
Hmm, I might give it a try then.	[' movie series yes ']	[' TV show yes ']	0.6097105940426479	0.6097105940426479	0.6097105940426479
Honestly, it's been pretty stressful. I've been working long hours and I don't really enjoy what I do.	[' job/career yes ', ' work stress no ']	[' work no ']	0.5695244813009186	0.7831824926315857	0.6594800078294272
Hopefully, we never have to experience it. Talking about fearing for disaster brings me down.	[' feeling no ']	[' disaster no ']	0.5004834595237414	0.5004834595237414	0.5004834595237414
No, I haven't.	[' coffee unknown ', ' new coffee place unknown ']	[' TV show no ']	0.2160758573522859	0.2373939390716887	0.2262338057337462
That sounds good to me.	[' food yes ', ' restaurant invitation yes ']	[' weekend yes ']	0.49210179683666766	0.5134507243326993	0.5025496305998565
Yeah, I watched a hilarious comedy on Netflix.	[' movie yes ', ' Netflix yes ']	[' movie yes ', ' Netflix yes ']	0.9999999858425483	0.9999999858425483	0.9999999858425483
I don't know. That is a little dark for me.	[' movie no ', ' crime thriller no ']	[' movie no ']	0.7944422334403096	0.9999999796277829	0.8854475351395601
Yeah, I did. Honestly, I'm kind of sick of hearing about it.	[' royal family no ']	[' COVID-19 no ']	0.514938373390436	0.514938373390436	0.514938373390436
Not really, I'm not very good at it.	[' food no ', ' cooking no ']	[' cooking no ']	0.8508826557119378	0.9999999960595128	0.9194344671658997
I went to a concert last week. It was alright, nothing too special.	[' entertainment yes ', ' live music yes ', ' concert no ']	[' music yes ', ' concert yes ']	0.7978655061750294	0.8317397945752432	0.8144505812532169
I don't really watch TV.	[' TV shows no ']	[' TV no ']	0.9046948294226781	0.9046948294226781	0.9046948294226781
Yeah, it's great. They have really good lattes and a nice atmosphere. Would you like to check it out sometime?	[' coffee yes ', ' cafe yes ', ' invitation yes ']	[' cafe yes ', ' visit yes ']	0.7399226483627902	0.7742865586802028	0.7567146711637975
Yes, I just watched the new Tarantino movie and it was great.	[' movies and television yes ', ' Tarantino movie yes ']	[' movies yes ', ' Tarantino movie yes ']	0.9471508807119402	0.9471508807119402	0.9471508807119402
Not really, just planning to watch some movies from my Netflix list.	[' entertainment yes ', ' movie yes ', ' Netflix yes ']	[' movie yes ']	0.7732934790446019	0.9999999906055063	0.8721551001171635
Yes, I did. It's really impressive.	[' news yes ', ' Tesla yes ']	[' technology yes ', ' smartphone yes ', ' iPhone yes ']	0.5029981722649194	0.47374370304418195	0.4879328362528287
Not really, I don't listen to music that much.	[' music no ']	[' music no ']	0.9999999965634914	0.9999999965634914	0.9999999965634914
I thought it was amazing! The visuals were stunning and the storyline was so thought-provoking.	[' movie yes ', ' Interstellar review yes ']	[' movie yes ', ' movie review yes ']	0.8195722309474471	0.924135591458257	0.8687187826506875
Probably Japan. It was an amazing experience.	[' travel yes ', ' favorite travel destination yes ', ' Japan yes ']	[' travel yes ', ' Japan yes ']	0.9230569179591349	0.9999999841167271	0.9599891738009078
That's interesting, what's the name of the band?	[' music yes ', ' indie band yes ']	[' music yes ', ' band yes ']	0.932395361833648	0.932395361833648	0.932395361833648
I've been watching a lot of reality TV lately.	[' TV no ', ' reality TV no ']	[' TV no ', ' reality TV no ']	0.9999999939551875	0.9999999939551875	0.9999999939551875
I'm more into Italian cuisine.	[' food yes ', ' cuisine yes ', ' Italian yes ']	[' food yes ', ' cuisine yes ', ' Italian yes ']	0.9999999928617574	0.9999999928617574	0.9999999928617574
Sometimes, but I don't really care about them.	[' movie yes ', ' movie genre unknown ', ' action movies no ']	[' TV shows no ']	0.4247085950154111	0.5447659690759915	0.47730347532183387
Not great, I woke up with a headache this morning.	[' wellness no ', ' headache no ']	[' health no ']	0.6268062186769707	0.7451069699611489	0.680856028237217
Not really, I don't go to the movies much.	[' movies no ']	[' movie no ']	0.8874147804621596	0.8874147804621596	0.8874147804621596
No, not really.	[' sports no ']	[' TV shows no ']	0.531661861365478	0.531661861365478	0.531661861365478
Not really. I've tried playing PUBG but I didn't really enjoy it.	[' video games yes ', ' PUBG game no ']	[' video games no ']	0.8253893388004176	0.8800427071240244	0.8518402945284045
Not really, I used to play some when I was younger, but not anymore.	[' gaming no ']	[' video games no ']	0.608041389803155	0.608041389803155	0.608041389803155
No, I haven't. What's it like?	[' food yes ', ' restaurant unknown ']	[' food yes ', ' restaurant unknown ']	0.9999999890930402	0.9999999890930402	0.9999999890930402
No, I don't really have the time or space for one right now.	[' pets no ']	[' pets no ']	0.999999977518144	0.999999977518144	0.999999977518144
Mostly nonfiction.	[' book yes ', ' book genre yes ', ' nonfiction yes ']	[' books yes ', ' genre yes ', ' nonfiction yes ']	0.9135650128510743	0.9135650128510743	0.9135650128510743
Her name is Cécile McLorin Salvant, have you heard of her?	[' music yes ', ' jazz artist yes ', ' C\\u00e9cile McLorin Salvant yes ']	[' music yes ', ' artist yes ', ' C\\u00e9cile McLorin Salvant yes ']	0.9501117848734403	0.9501117848734403	0.9501117848734403
I'm doing well, thanks.	[' greeting yes ']	[' greeting yes ']	0.999999982467886	0.999999982467886	0.999999982467886
Oh, yeah? Well, what do you find interesting to watch then?	[' interests unknown ']	[' TV shows yes ']	0.11720771663511442	0.11720771663511442	0.11720771663511442
I usually watch movies or play video games.	[' entertainment yes ', ' movie or video games yes ']	[' entertainment yes ', ' movies yes ']	0.8857926329790715	0.8857926329790715	0.8857926329790715
Yeah, I've heard. By the way, do you like sushi?	[' food yes ', ' sushi unknown ']	[' food yes ', ' sushi unknown ']	0.999999989673203	0.999999989673203	0.999999989673203
Not really. I find most movies these days to be pretty formulaic and uninteresting.	[' entertainment yes ', ' movies no ']	[' movie no ']	0.6559845338944259	0.8874147804621596	0.7543483604243707
Yeah, that's cool too. What kind of exercises do you usually do?	[' sport yes ', ' gym exercises yes ']	[' fitness yes ']	0.5914040310516117	0.6216953981942605	0.6061715234783153
Ugh, I hate it. I'm not interested in discussing work right now. Could we switch to something else please?	[' work no ']	[' work no ']	0.9999999899962602	0.9999999899962602	0.9999999899962602
Not really, I'm not really into sports.	[' sport no ']	[' sports no ']	0.8327971571578665	0.8327971571578665	0.8327971571578665
That sounds pretty good. I'm always up for Italian food.	[' food yes ', ' Italian food yes ']	[' food yes ', ' Italian food yes ']	0.9999999871271011	0.9999999871271011	0.9999999871271011
Not really into music, to be honest.	[' music no ']	[' music no ']	0.9999999965634914	0.9999999965634914	0.9999999965634914
No, I'm terrible at it.	[' hobby yes ', ' cooking no ']	[' hobby no ']	0.6923088913819095	0.8278788146477228	0.7540488087017356
Yeah, but I don't think I want to bum myself out with that kind of stuff.	[' documentary no ', ' environment no ']	[' politics no ']	0.5336287116253627	0.5821907911418671	0.5568530053950753
I guess so. But at the same time, it's nice to have a group of people you can always rely on.	[' social interaction yes ']	[' hobbies yes ', ' socializing yes ']	0.6480366998527134	0.5459134554093715	0.5926075766052793
I like to play video games and read.	[' hobbies yes ', ' video games yes ']	[' hobbies yes ', ' video games yes ']	0.9999999856781553	0.9999999856781553	0.9999999856781553
It was okay.	[' general unknown ']	[' weekend no ']	0.2271316037313028	0.2271316037313028	0.2271316037313028
I like to listen to true crime and comedy podcasts.	[' podcasts yes ', ' true crime yes ']	[' podcasts yes ', ' true crime yes ']	0.9999999857533568	0.9999999857533568	0.9999999857533568
No, I'm not really into sports.	[' sports yes ', ' none no ']	[' sports no ']	0.7003536817001097	0.7656102627880791	0.7315295417831332
I listen to a lot of different things, but I don't really have any favorites.	[' music no ']	[' music no ']	0.9999999965634914	0.9999999965634914	0.9999999965634914
I love Mexican food.	[' food yes ', ' cuisine yes ', ' Mexican yes ']	[' food yes ', ' cuisine yes ', ' Mexican yes ']	0.9999999859653418	0.9999999859653418	0.9999999859653418
I don't think documentaries are my cup of tea. Any other movie recommendations?	[' movie yes ']	[' movie yes ']	0.9999999906055063	0.9999999906055063	0.9999999906055063
I don't really have one. Sorry, I'm not interested in movies.	[' movies or shows no ']	[' movie no ']	0.7521899237559508	0.7521899237559508	0.7521899237559507
I'm not really into raw fish, tbh.	[' food yes ', ' nigiri no ']	[' food yes ', ' sushi no ']	0.8850442133904237	0.8850442133904237	0.8850442133904237
Sounds nice. What kind of books do you like to read?	[' books yes ', ' book genre yes ']	[' books yes ']	0.856860776879965	0.9999999768175928	0.9229133151848966
Same to you. Have a good day!	[' goodbye yes ']	[' goodbye yes ']	0.9999999948937661	0.9999999948937661	0.9999999948937661
No, I've never really had the opportunity to travel much.	[' travel no ', ' international travel no ']	[' travel no ']	0.9336491485351104	0.9999999872250708	0.9656861933649201
It has got to be Walter White.	[' TV show yes ', ' character yes ', ' Walter White yes ']	[' TV show yes ', ' favorite character yes ', ' Walter White yes ']	0.9474247299510629	0.9474247299510629	0.9474247299510629
No, I haven't. To be honest, I'm not really into movies these days.	[' movie no ']	[' movie no ']	0.9999999796277829	0.9999999796277829	0.9999999796277829
I haven't read anything lately.	[' books no ']	[' books no ']	0.9999999905938901	0.9999999905938901	0.9999999905938901
I really enjoy Italian food.	[' food yes ', ' cuisine yes ', ' Italian yes ']	[' food yes ', ' cuisine yes ', ' Italian food yes ']	0.9623328787625219	0.9623328787625219	0.9623328787625219
Not really, I don't watch TV that often.	[' TV shows no ']	[' TV shows no ']	0.9999999937532956	0.9999999937532956	0.9999999937532956
Yeah, there's this trail near my place that leads to a scenic waterfall. It's really beautiful.	[' outdoors yes ', ' hiking trails yes ', ' waterfall trail yes ']	[' outdoor activities yes ', ' hiking trails yes ', ' waterfall trail yes ']	0.899922790508513	0.899922790508513	0.899922790508513
No, I haven't. I'm not really interested in hiking.	[' hiking no ']	[' outdoor activities no ', ' hiking no ']	0.9999999891063938	0.7543554682241002	0.8599801788792676
Yeah, you too. Talk to you later.	[' goodbye yes ']	[' goodbye yes ']	0.9999999948937661	0.9999999948937661	0.9999999948937661
Yeah, I like playing basketball sometimes, but I don't really follow professional sports.	[' sports yes ']	[' sports no ', ' basketball yes ']	0.7656102627880791	0.7474193695316279	0.7564054631801103
I saw a lot of great bands, but my favorite was probably Arctic Monkeys.	[' music yes ', ' bands yes ', ' Arctic Monkeys yes ']	[' music yes ', ' band yes ', ' Arctic Monkeys yes ']	0.9579499777216385	0.9579499777216385	0.9579499777216385
I don't have any pets at the moment.	[' pet no ']	[' pets no ']	0.8601299978387575	0.8601299978387575	0.8601299978387575
Hmm, I'm not really into classical music, but I do like hip hop.	[' music yes ', ' hip hop yes ']	[' music yes ', ' music genre yes ', ' hip hop yes ']	0.9999999834711956	0.9530023263120918	0.975935671746186
Yeah, it's surprising even to me how much I've been enjoying it.	[' hobbies yes ']	[' hobbies yes ', ' video games yes ']	0.9999999890066695	0.7085325584726943	0.8294048032375803
No, what's it called?	[' food yes ', ' restaurant yes ', ' new restaurant yes ']	[' TV show unknown ']	0.22788670249931062	0.2433385194695562	0.23535927283894492
Not really, I'm not a big movie fan.	[' movies no ']	[' movie no ']	0.8874147804621596	0.8874147804621596	0.8874147804621596
Not really, to be honest. I've mostly just been re-watching some of my old favorites. Like The Godfather, that's always a classic.	[' movies yes ', ' The Godfather yes ']	[' movies yes ', ' favorite movies yes ']	0.7595774931076915	0.930745329178205	0.8364948926179719
No, I haven't.	[' food yes ', ' restaurant yes ']	[' TV show no ']	0.2984290074860428	0.3144169675195141	0.30621444010550664
I love Italian food! Especially pizza.	[' food yes ', ' type of food yes ', ' pizza yes ']	[' food yes ', ' Italian food yes ', ' pizza yes ']	0.9631222319053814	0.9277620005634954	0.9451114915618429
Not really, I prefer to cook at home.	[' food no ']	[' food no ', ' restaurant no ']	0.9999999776546105	0.831211531372724	0.9078268771262633
Hmm, I'm not really into reading.	[' books no ']	[' books no ']	0.9999999905938901	0.9999999905938901	0.9999999905938901
I don't really have any hobbies. Just watch TV and go to work.	[' hobbies no ', ' TV watching yes ']	[' hobbies no ', ' TV watching yes ']	0.9999999940660269	0.9999999940660269	0.9999999940660269
Not really. I don't have much interest in gaming.	[' video games yes   no ']	[' video games no ']	0.9388294801953647	0.9388294801953647	0.9388294801953647
I'm a big fan of metal music! Do you listen to that?	[' music yes ', ' metal yes ']	[' music yes ', ' metal yes ']	0.9999999834080013	0.9999999834080013	0.9999999834080013
Not really my thing, documentaries tend to be a bit dull.	[' documentary no ', ' climate change no ']	[' documentary no ', ' climate change no ']	0.999999993571551	0.999999993571551	0.999999993571551
Not really, I just do it for fun. It's a good stress reliever.	[' hobby yes ', ' painting in display no ']	[' hobby yes ', ' fun activities yes ']	0.6530138907547435	0.7916693754557307	0.7156878066619866
No, I'm not really into sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
